PCC,SEPCC,dummies,Hstatistic,developed,undeveloped,Logit,lnobs,citations,firstpub,quadratic,Boone,Ifrecursive,regulation,OLS,reviewed_journal,ownership,Concentration,FE,endogeneity,NPL,Lerner,global,HHI,macro,Zscore,RE,T,DtoD,sampleyear,GMM,someAveraged,profit_volat,profitability,SLS,capitalization
0.0063457,0.0006998,0,0.0454545,0,0,0,0.378533,0.0370238,0.4545455,0,0,0,0.0454545,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0130896,0.0063237,0,0,0,0.2,0,1.380749,0.2772589,2.6,0,0,0.0032,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.460517,0,2.8,0,0,0,0,0,0
0.0122845,0.0063253,0,0,0,0.2,0,1.380749,0.2772589,2.6,0,0,0.0032,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.460517,0,2.8,0,0,0,0,0,0
0.0122884,0.0063253,0,0,0,0.2,0,1.380749,0.2772589,2.6,0,0,0.0032,0,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0.460517,0,2.8,0,0,0,0,0,0
0.0323098,0.006254,0,0,0,0.2,0,1.380749,0.2772589,2.6,0,0,0.0032,0,0,0.2,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0.460517,0,2.8,0,0,0,0,0.2,0
0.0324678,0.0062532,0,0,0,0.2,0,1.380749,0.2772589,2.6,0,0,0.0032,0,0,0.2,0.2,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0.460517,0,2.8,0,0,0,0,0.2,0
-0.0017583,0.0009068,0.0285714,0,0,0,0.0285714,0.1970484,0.0113717,0,0,0,0.0008286,0,0,0,0,0.0285714,0,0,0,0,0.0285714,0,0.0285714,0,0,0.0792168,0,0,0,0,0,0,0,0
-0.0001486,0.0009085,0.0285714,0,0,0,0.0285714,0.1970484,0.0113717,0,0.0285714,0,0.0008286,0,0,0,0,0.0285714,0,0,0,0,0.0285714,0,0.0285714,0,0,0.0792168,0,0,0,0,0,0,0,0
-0.0023509,0.0009054,0.0285714,0,0,0,0.0285714,0.1970484,0.0113717,0,0,0,0.0008286,0,0,0,0,0.0285714,0,0,0,0,0.0285714,0,0.0285714,0,0,0.0792168,0,0,0,0,0,0,0,0
-0.0017632,0.0011811,0.0285714,0,0,0,0.0285714,0.1819482,0.0113717,0,0,0,0.0008286,0.0285714,0,0,0,0.0285714,0,0,0,0,0.0285714,0,0.0285714,0,0,0.0792168,0,0,0,0,0,0,0,0
-0.0019531,0.0010292,0.0285714,0,0,0,0.0285714,0.1897853,0.0113717,0,0,0,0.0008286,0.0285714,0,0,0,0.0285714,0,0,0,0,0.0285714,0,0.0285714,0,0,0.0792168,0,0,0,0,0,0,0,0
